,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,add_time_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.3348793299759136,0.6224976181983948,0.6224396309142071,[0.62711864 0.61776062],0.6230688661953391,[0.64912281 0.59701493],0.6232786885245902,[0.60655738 0.64      ],0.22077608108520508,0.5943060517311096,0.4981513974182229,[0.71782178 0.27848101],0.5186507936507937,[0.64444444 0.39285714],0.5128710702157958,[0.81005587 0.21568627],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.4268910253749174,0.58913254737854,0.5881969321459768,[0.6078253  0.56856857],0.5882055019129168,[0.60727273 0.56913828],0.5881894353369763,[0.60837887 0.568     ],0.21929125487804413,0.7153024673461914,0.6802821708954374,[0.78609626 0.57446809],0.6908765652951699,[0.75384615 0.62790698],0.675320407492606,[0.82122905 0.52941176],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,12,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.4412500700529884,0.6272640824317932,0.6268245527042458,[0.63963134 0.61401777],0.6268129382328125,[0.64738806 0.60623782],0.6270291438979964,[0.63205829 0.622     ],0.2331705540418625,0.6405693888664246,0.5570797634096478,[0.74937965 0.36477987],0.5914395363408522,[0.67410714 0.50877193],0.5639445722423048,[0.84357542 0.28431373],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0001,123,False,focal,2,False,,Conv1d,,concatenation,64,10
0,0.33090409987113056,0.5967588424682617,0.5948501529833814,[0.56704197 0.62265834],0.6045965205351633,[0.64719626 0.56199678],0.6012768670309654,[0.50455373 0.698     ],0.23489241898059846,0.6120996475219727,0.5505319539217844,[0.71688312 0.38418079],0.5616181229773463,[0.66990291 0.45333333],0.5521415270018621,[0.77094972 0.33333333],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,1,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.4009663532761967,0.6062917113304138,0.6062000918060801,[0.61220657 0.60019361],0.6066982270896054,[0.63178295 0.58161351],0.606903460837887,[0.59380692 0.62      ],0.2333502322435379,0.6476868391036987,0.6243772025762547,[0.71794872 0.53080569],0.623159803712396,[0.73255814 0.51376147],0.6264651111841385,[0.70391061 0.54901961],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,12,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.35725400640684013,0.6120114326477051,0.6119423198403934,[0.60676329 0.61712135],0.6143418927117368,[0.64609053 0.58259325],0.6139744990892533,[0.571949 0.656   ],0.21926069855690003,0.6939501762390137,0.68266099380187,[0.74251497 0.62280702],0.6817460317460318,[0.8        0.56349206],0.6944079307700735,[0.69273743 0.69607843],35,3,5,11,15,3,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,123,False,focal,2,False,,Conv1d,,concatenation,64,11
0,0.291579230743296,0.5967588424682617,0.5963832243170449,[0.60869565 0.5840708 ],0.596444568868981,[0.61842105 0.57446809],0.5966357012750455,[0.5992714 0.594    ],0.2059548318386078,0.6583629846572876,0.6321588305879786,[0.73033708 0.53398058],0.631654715341156,[0.73446328 0.52884615],0.6327363347573667,[0.72625698 0.53921569],35,3,5,11,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,1,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.3554040640592575,0.663489043712616,0.6634449951238666,[0.667295   0.65959499],0.6641388791899441,[0.69140625 0.63687151],0.6644043715846994,[0.64480874 0.684     ],0.28450560569763184,0.6690391302108765,0.6382324847377383,[0.74380165 0.53266332],0.6400437023756163,[0.73369565 0.54639175],0.6368988936356665,[0.75418994 0.51960784],35,3,5,11,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,12,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.6064873215030221,0.6091516017913818,0.6091341679753388,[0.60652591 0.61174242],0.6109544413151021,[0.64097363 0.58093525],0.6107959927140255,[0.57559199 0.646     ],0.19083186388015747,0.8042704463005066,0.7928423027947189,[0.84149856 0.74418605],0.7885061104087653,[0.86904762 0.7079646 ],0.7999780917953774,[0.81564246 0.78431373],35,3,5,11,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.001,123,False,focal,2,False,,Conv1d,,concatenation,64,12
0,0.29873715428745046,0.5967588424682617,0.5954352703908914,[0.57229525 0.61857529],0.6032001044932079,[0.64318182 0.56321839],0.6007413479052823,[0.5154827 0.686    ],0.24220220148563384,0.5836299061775208,0.5145514950166113,[0.69767442 0.33142857],0.5231493677555321,[0.64903846 0.39726027],0.5192518348121371,[0.75418994 0.28431373],35,3,5,11,15,4,umap,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,2,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,1,False,focal,2,False,,Conv1d,,concatenation,64,13
